4.025711000000000150e-01	9.695205999999999616e-04	3.997516800000000222e-07
7.876085000000000447e-01	8.179956699999999525e-01	9.076087000000000460e-01
6.653374400000000317e-08	7.294264999999999863e-04	8.886642000000000152e-03
3.020752999999999980e-02	9.327365499999999698e-02	6.582797999999999705e-01
2.769329799999999953e-01	1.042026399999999992e-01	1.013589299999999955e-03
9.300397599999999931e-01	8.854281299999999799e-01	8.738681000000000365e-01
6.450169999999999515e-01	7.496180500000000357e-01	8.250610999999999917e-01
7.950355000000000061e-01	3.685595400000000188e-01	2.600324999999999998e-01
9.324441599999999664e-01	8.333952399999999816e-01	5.326279999999999903e-01
1.250706500000000054e-01	5.301707600000000326e-02	3.330068999999999946e-01
3.051700699999999932e-09	6.043464500000000081e-04	1.869868599999999995e-03
3.653621299999999794e-03	1.162331250000000066e-01	8.623066499999999523e-01
4.303738800000000151e-04	1.054684000000000038e-01	4.232504000000000266e-01
6.050230599999999875e-02	8.026573999999999653e-01	8.982740599999999853e-01
3.734204699999999887e-03	3.203971700000000089e-01	5.096547999999999634e-01
4.625738399999999861e-02	6.748406999999999600e-01	8.090859999999999719e-01
6.970611000000000472e-04	1.591454099999999872e-01	8.981821500000000125e-01
7.869982499999999929e-04	3.719990800000000115e-03	2.388529500000000083e-02
3.370366200000000229e-02	7.246893399999999831e-04	1.691298299999999985e-06
8.669424999999999493e-01	1.629683199999999998e-01	2.232930900000000031e-03
9.969159000000000007e-04	4.244922999999999947e-04	6.980147599999999579e-10
4.208782300000000337e-02	8.401712999999999543e-01	8.422586300000000081e-01
1.214673399999999931e-01	8.358096000000000414e-01	8.805292000000000119e-01
8.621982999999999731e-01	4.443406799999999879e-01	2.628901599999999839e-02
5.916246000000000005e-04	3.625540300000000115e-03	6.492681500000000439e-01
3.159929299999999792e-03	6.097072399999999837e-01	6.307835000000000525e-01
8.626460999999999713e-01	4.387945799999999896e-01	8.164149000000000753e-03
7.390351999999999609e-05	3.273055700000000040e-02	2.642097500000000210e-01
1.674078499999999967e-04	4.410913600000000018e-02	1.337926000000000115e-01
8.669873999999999636e-01	7.117700000000000138e-01	3.320348599999999872e-01
2.510819400000000035e-01	8.101634000000000613e-02	5.124938500000000162e-06
8.377423999999999982e-01	7.756866000000000039e-01	8.700515599999999461e-01
1.839706600000000081e-01	7.005145999999999873e-01	7.756332999999999700e-01
3.797756700000000096e-01	5.889176999999999884e-01	6.424615000000000187e-01
6.665771500000000627e-02	7.835269599999999945e-01	8.316117499999999829e-01
2.790694799999999809e-01	7.261020000000000252e-01	7.741852999999999652e-01
7.817607999999999502e-02	4.760759199999999858e-01	5.428817999999999699e-01
1.815108500000000014e-01	9.014596000000000275e-01	9.187068000000000456e-01
8.527167399999999731e-01	8.336826999999999988e-01	8.518126999999999782e-01
7.712989000000000095e-01	7.064051599999999764e-01	3.298339499999999869e-01
4.050579000000000034e-05	3.531834799999999941e-01	6.733480699999999652e-01
6.035769600000000512e-01	5.959264599999999912e-02	1.637274200000000124e-01
9.449998999999999509e-04	4.644467199999999796e-01	8.469518999999999798e-01
2.388909800000000028e-01	1.512348199999999920e-01	9.753879000000000021e-03
8.681259000000000059e-01	8.534815300000000438e-01	8.274479000000000140e-01
8.347276399999999930e-01	8.997462999999999989e-01	9.234425000000000550e-01
4.161655999999999689e-02	3.928178499999999788e-03	5.173190499999999712e-07
6.181674999999999809e-01	5.240111400000000419e-01	2.744343399999999919e-03
7.563255300000000167e-03	3.430979600000000004e-03	2.472848799999999847e-06
6.115167000000000241e-01	4.269393000000000216e-01	2.427949999999999900e-02
5.489422999999999941e-01	6.915316000000000241e-01	9.011805699999999586e-01
3.589928999999999879e-06	5.807563999999999504e-01	5.888697000000000514e-01
9.404254600000000464e-01	7.568175000000000319e-01	3.844777600000000017e-01
8.335098600000000468e-01	7.503206000000000042e-01	1.129309460000000043e-01
6.471466000000000163e-01	6.106834399999999663e-01	6.912074999999999469e-02
4.051126500000000186e-01	1.558807499999999898e-05	1.900353000000000065e-05
7.056331599999999815e-01	6.888397299999999834e-01	1.546512100000000008e-02
4.776332999999999794e-03	4.869048999999999738e-01	6.950047599999999992e-01
9.011805699999999586e-01	7.548679999999999835e-01	2.567200700000000224e-01
8.946598000000000050e-01	8.758089999999999486e-01	6.536889999999999645e-01
7.099803999999999560e-01	9.126319000000000514e-01	9.523093000000000252e-01
