8.751358999999999666e-01	8.877017999999999853e-01	8.891042000000000112e-01
3.812717299999999858e-04	1.458266500000000021e-01	4.385723200000000155e-01
4.777220500000000092e-01	5.301832000000000072e-02	1.258335700000000057e-01
9.011805699999999586e-01	8.950565000000000326e-01	8.534303300000000148e-01
1.295395200000000035e-04	5.274261000000000088e-01	8.919759400000000227e-01
8.223000999999999783e-01	8.821301499999999463e-01	9.040637599999999940e-01
9.198345500000000285e-01	1.987385700000000033e-01	9.131814500000000334e-02
7.241176499999999474e-08	7.681600700000000038e-03	3.136987599999999793e-02
9.566493999999999831e-01	7.309444000000000496e-01	1.199702699999999995e-03
8.859278600000000115e-01	8.730134400000000294e-01	7.751767600000000202e-01
9.097690999999999972e-01	6.707644999999999857e-01	9.200983499999999815e-02
5.926831399999999972e-01	1.769362999999999908e-01	4.258781999999999845e-02
3.420769000000000130e-06	8.664413999999999449e-02	8.783088599999999690e-02
5.960747600000000368e-01	5.140792599999999962e-02	8.575076000000000365e-01
7.960145499999999874e-01	6.500915999999999917e-01	2.423802400000000102e-04
1.209721899999999933e-01	2.661883500000000180e-01	8.792199000000000542e-01
1.945736600000000059e-06	1.711382999999999915e-03	3.565427400000000246e-01
8.022886999999999658e-01	7.204644700000000235e-01	1.074378940000000060e-01
5.237654000000000476e-01	3.653523300000000029e-01	1.349892899999999979e-02
2.068127700000000065e-09	4.042661999999999818e-04	1.436816399999999968e-03
8.159950000000000259e-01	8.706026999999999516e-01	9.011805699999999586e-01
8.765566000000000191e-01	8.583023499999999917e-01	2.928261500000000073e-01
9.252135999999999694e-01	9.213734999999999564e-01	8.106347000000000413e-01
7.792367300000000441e-01	6.142273999999999790e-01	8.603840000000000376e-01
2.293011799999999933e-01	8.684836999999999696e-01	9.125947399999999599e-01
8.797887599999999475e-01	8.257931499999999758e-01	7.910848999999999798e-01
8.959974600000000233e-01	8.693158600000000513e-01	1.185833099999999973e-01
3.403800000000000159e-01	7.035194000000000170e-01	7.664305599999999830e-01
8.514973000000000125e-01	8.445760599999999618e-01	7.533560999999999730e-01
1.207797099999999990e-04	5.430498300000000111e-02	4.849595400000000223e-01
5.382054700000000330e-02	6.626269000000000187e-01	8.711090700000000409e-01
1.718878899999999876e-01	9.235257500000000341e-01	9.263447999999999682e-01
8.827674399999999588e-01	8.250747999999999971e-01	7.267976400000000226e-01
7.243247999999999874e-04	2.466119399999999826e-03	3.193169499999999883e-01
8.371122500000000022e-01	8.288417500000000437e-01	2.426929999999999921e-01
6.000311999999999868e-01	4.384992400000000123e-01	7.956026000000000487e-01
8.227210600000000040e-01	6.471896000000000315e-01	1.416888799999999893e-01
8.564262000000000263e-01	2.287264900000000045e-01	4.526471000000000119e-04
8.771921000000000301e-01	8.556329000000000296e-01	6.156728999999999674e-01
5.175418000000000518e-01	7.710249999999999604e-01	8.660753399999999713e-01
5.596372499999999889e-02	6.086508999999999947e-01	9.363270399999999993e-01
8.961493999999999849e-01	9.140673000000000270e-01	9.220998999999999723e-01
8.984455500000000372e-01	8.378184400000000531e-01	8.959251599999999982e-01
6.930486999999999620e-01	5.129419600000000301e-01	8.940556600000000298e-01
2.400824099999999961e-01	8.222447000000000505e-01	9.023256299999999896e-01
3.907037499999999747e-02	2.431526399999999963e-02	1.017579599999999997e-03
9.028498999999999552e-02	8.825822500000000126e-01	8.989261400000000402e-01
1.395048099999999978e-06	1.303307700000000055e-02	6.611664000000000430e-02
9.289925700000000175e-01	8.833124999999999449e-01	5.516305599999999920e-01
9.401589599999999880e-01	7.314997300000000147e-01	6.611234499999999459e-01
8.139187700000000136e-01	4.590662699999999985e-01	1.455324100000000061e-03
9.211135000000000295e-01	8.503473999999999755e-01	3.602580000000000227e-01
4.889277999999999680e-02	7.670197500000000002e-01	8.336588999999999805e-01
8.773598000000000230e-01	8.448318000000000216e-01	8.869228999999999585e-01
4.137233000000000238e-06	1.207479000000000018e-02	7.642385999999999624e-02
6.456783400000000173e-01	8.796370599999999706e-01	8.973039000000000431e-01
4.553579999999999997e-04	1.034728500000000066e-04	1.561305000000000162e-08
8.766819000000000139e-01	4.941388700000000078e-01	1.161484099999999936e-01
2.447950700000000191e-03	1.278054700000000043e-01	7.350505999999999984e-01
8.571805399999999908e-01	5.959332999999999991e-01	7.831420000000000048e-01
7.340290999999999899e-01	4.342851300000000192e-01	4.530526700000000323e-02
1.559517800000000121e-01	6.281994000000000467e-02	3.351287999999999985e-07
8.045324999999999838e-01	1.502165599999999990e-01	1.733979299999999961e-03
1.313127100000000013e-04	6.782734000000000263e-01	7.928988300000000544e-01
2.402436900000000097e-01	8.087423999999999724e-01	8.931548599999999949e-01
8.948973999999999540e-01	8.211271999999999460e-01	1.573635499999999909e-01
7.242807999999999469e-01	9.051533299999999782e-01	9.081382000000000065e-01
6.002543999999999935e-02	5.118813500000000127e-01	8.975703000000000431e-01
4.046910000000000019e-06	2.047193599999999891e-01	3.579046000000000172e-01
8.208703000000000527e-01	7.379834999999999867e-02	4.447211999999999693e-02
9.184189999999999854e-01	8.829219000000000372e-01	5.493482400000000432e-01
9.609176999999999857e-01	9.471154000000000517e-01	9.636813400000000529e-01
