5.542546600000000016e-05	7.764225499999999336e-02	7.973565500000000528e-01
8.214042000000000288e-01	9.525540500000000410e-01	9.814209299999999692e-01
7.220721999999999731e-03	8.844316599999999529e-01	9.302122999999999919e-01
9.018069500000000516e-02	8.029421999999999948e-02	6.744558500000000420e-06
9.706177999999999750e-01	9.936333000000000526e-01	9.944615399999999772e-01
9.860659000000000507e-01	9.613137000000000487e-01	9.022196999999999578e-01
3.039405599999999786e-04	4.096590999999999982e-01	7.463221500000000175e-01
9.268617599999999790e-01	9.159844999999999793e-01	3.081612000000000240e-01
9.646270999999999665e-03	9.703989000000000364e-02	8.590514000000000205e-01
3.549931299999999901e-01	3.112395000000000023e-01	2.980266599999999741e-04
4.302762000000000253e-02	7.245778999999999970e-01	9.837116599999999877e-01
7.861500399999999944e-01	7.375388999999999973e-01	3.682443999999999995e-02
2.010315099999999966e-02	2.993647799999999970e-01	9.336944999999999828e-01
1.179131939999999990e-01	1.126125500000000057e-01	2.360687899999999845e-05
3.720488400000000057e-02	2.655876999999999891e-02	1.219189300000000055e-07
2.089465600000000103e-02	2.199037000000000075e-01	9.296347000000000360e-01
7.987461999999999618e-01	6.418633999999999729e-01	1.607601400000000088e-03
4.493446199999999750e-05	1.334872000000000003e-01	2.936240399999999751e-01
9.629235999999999907e-01	8.240541000000000116e-01	1.418122900000000006e-02
2.267713999999999884e-04	5.108875799999999801e-02	1.591241399999999973e-01
7.622271000000000463e-01	2.352891599999999972e-01	6.212905400000000300e-02
9.000911000000000328e-01	8.324342000000000130e-01	5.410082000000000502e-01
6.980737300000000409e-09	2.809380199999999736e-04	1.692813199999999895e-03
4.056529700000000016e-01	7.825576699999999830e-01	9.488339999999999552e-01
1.224226400000000053e-04	1.835448100000000027e-01	2.402368000000000003e-01
9.788168000000000424e-01	9.483689699999999778e-01	2.684187599999999785e-01
2.957270699999999808e-01	2.876754999999999729e-01	7.801399599999999865e-03
5.510890000000000510e-01	4.042078599999999744e-01	2.484473599999999834e-03
9.755865299999999518e-01	8.028191999999999551e-01	2.606893800000000261e-01
1.637524900000000101e-03	5.966027999999999522e-04	5.637374999999999881e-10
5.685137999999999581e-01	3.850246399999999736e-01	2.951387500000000053e-01
1.418816500000000106e-04	3.486593999999999978e-03	1.204162200000000044e-01
1.408059999999999867e-01	9.420042600000000377e-01	9.502644000000000091e-01
9.661119599999999918e-01	9.226811999999999792e-01	1.307163500000000089e-01
9.985299400000000047e-02	6.244231000000000087e-01	9.104385000000000394e-01
7.624208000000000096e-01	5.803747999999999685e-01	7.152739599999999526e-04
1.864477000000000018e-03	3.808885200000000082e-01	7.282901999999999987e-01
4.327482300000000002e-04	1.673741000000000074e-03	2.964092000000000116e-02
4.732351000000000255e-05	1.179780799999999991e-01	4.561617399999999822e-01
8.032774000000000303e-01	7.526947000000000498e-01	1.296257399999999893e-01
